,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
G630030J09Rik,1.08E-06,0.860843326,0.012,0.006,0.035914801,Tprimed,G630030J09Rik
D830025C05Rik,4.86E-42,0.858944654,0.071,0.034,1.61E-37,Tprimed,D830025C05Rik
Nop53,2.47E-301,0.853970856,0.621,0.4,8.20E-297,Tprimed,Nop53
Dph5,6.84E-135,0.853360773,0.375,0.24,2.27E-130,Tprimed,Dph5
Satb1,0,0.852551835,0.689,0.459,0,Tprimed,Satb1
Treml2,5.00E-106,0.847087096,0.239,0.131,1.66E-101,Tprimed,Treml2
Vmn2r96,1.38E-07,0.843999772,0.017,0.009,0.004582232,Tprimed,Vmn2r96
Cnga1,3.13E-12,0.841775716,0.025,0.013,1.04E-07,Tprimed,Cnga1
Ifngas1,3.85E-30,0.838058108,0.057,0.029,1.28E-25,Tprimed,Ifngas1
Papd5,1.86E-26,0.836780653,0.089,0.055,6.17E-22,Tprimed,Papd5
mt-Co3,0,0.836120424,0.999,0.999,0,Tprimed,mt-Co3
Zfp652,8.76E-98,0.83475921,0.215,0.115,2.90E-93,Tprimed,Zfp652
Gm15675,7.99E-12,0.834424909,0.017,0.008,2.65E-07,Tprimed,Gm15675
Maff,7.47E-20,0.831832467,0.062,0.037,2.47E-15,Tprimed,Maff
Rpl12,0,0.831241252,1,1,0,Tprimed,Rpl12
Arhgap5,3.03E-45,0.827523786,0.095,0.05,1.00E-40,Tprimed,Arhgap5
Ifi206,3.07E-196,0.826616994,0.403,0.224,1.02E-191,Tprimed,Ifi206
Airn,3.17E-14,0.826462181,0.04,0.024,1.05E-09,Tprimed,Airn
Tpm3-rs7,8.99E-20,0.825491474,0.065,0.04,2.98E-15,Tprimed,Tpm3-rs7
Gm20342,3.80E-17,0.824983938,0.051,0.031,1.26E-12,Tprimed,Gm20342
Rplp1,0,0.824097431,1,1,0,Tprimed,Rplp1
Rab26os,7.57E-10,0.82407005,0.032,0.02,2.51E-05,Tprimed,Rab26os
Ly6c2,6.81E-302,0.823619854,0.74,0.584,2.26E-297,Tprimed,Ly6c2
Rpl39,0,0.822126141,1,1,0,Tprimed,Rpl39
Nmnat2,1.00E-06,0.818936894,0.019,0.011,0.033148445,Tprimed,Nmnat2
Pxylp1,1.22E-25,0.817658617,0.085,0.052,4.05E-21,Tprimed,Pxylp1
Cd72,1.32E-107,0.817489239,0.27,0.156,4.36E-103,Tprimed,Cd72
1700056N10Rik,3.03E-08,0.815789243,0.02,0.012,0.00100423,Tprimed,1700056N10Rik
Rapgef2,4.12E-28,0.812240642,0.072,0.04,1.37E-23,Tprimed,Rapgef2
1500011K16Rik,2.67E-61,0.810683122,0.198,0.124,8.83E-57,Tprimed,1500011K16Rik
Maml3,3.89E-14,0.808849023,0.037,0.021,1.29E-09,Tprimed,Maml3
Klf2,0,0.807869039,0.815,0.574,0,Tprimed,Klf2
Ttc28,5.41E-28,0.807594315,0.083,0.049,1.79E-23,Tprimed,Ttc28
Rpgrip1,1.27E-87,0.805296485,0.271,0.17,4.21E-83,Tprimed,Rpgrip1
Zbtb10,9.89E-11,0.802164742,0.025,0.014,3.28E-06,Tprimed,Zbtb10
Smad3,7.79E-31,0.800297539,0.081,0.046,2.58E-26,Tprimed,Smad3
Zfp773,4.23E-12,0.798442677,0.028,0.015,1.40E-07,Tprimed,Zfp773
4932422M17Rik,1.04E-11,0.7936036,0.034,0.02,3.45E-07,Tprimed,4932422M17Rik
Zbtb26,1.09E-06,0.792670439,0.018,0.011,0.03623381,Tprimed,Zbtb26
Rps12,0,0.788022838,0.813,0.624,0,Tprimed,Rps12
Ssh2,6.29E-202,0.785543348,0.541,0.361,2.08E-197,Tprimed,Ssh2
Lncpint,6.79E-62,0.785466454,0.174,0.102,2.25E-57,Tprimed,Lncpint
Car7,1.02E-09,0.785157894,0.031,0.019,3.39E-05,Tprimed,Car7
Zbtb4,9.92E-48,0.783902725,0.123,0.069,3.29E-43,Tprimed,Zbtb4
Ypel1,9.69E-08,0.783847204,0.022,0.013,0.003209965,Tprimed,Ypel1
Kmt2d,1.81E-76,0.781514238,0.218,0.129,6.00E-72,Tprimed,Kmt2d
Nr1d2,9.65E-20,0.779908879,0.053,0.03,3.20E-15,Tprimed,Nr1d2
Rab20,6.85E-23,0.77797596,0.057,0.032,2.27E-18,Tprimed,Rab20
Gm26699,1.37E-96,0.772539164,0.258,0.152,4.54E-92,Tprimed,Gm26699
Mosmo,5.59E-39,0.763313467,0.124,0.075,1.85E-34,Tprimed,Mosmo
Rpl5,0,0.763225897,0.997,0.996,0,Tprimed,Rpl5
Kat14,4.07E-14,0.762432849,0.043,0.025,1.35E-09,Tprimed,Kat14
Bcl9l,4.67E-113,0.762175759,0.287,0.166,1.55E-108,Tprimed,Bcl9l
Socs3,5.89E-88,0.761243897,0.295,0.189,1.95E-83,Tprimed,Socs3
Tmem55b,1.51E-40,0.755374846,0.131,0.08,5.01E-36,Tprimed,Tmem55b
Slc6a20b,2.09E-07,0.754871916,0.016,0.009,0.006909261,Tprimed,Slc6a20b
Mgea5,4.86E-56,0.753457394,0.195,0.124,1.61E-51,Tprimed,Mgea5
Tpt1,0,0.752854823,1,1,0,Tprimed,Tpt1
Epb41l4aos,3.80E-121,0.752514474,0.423,0.293,1.26E-116,Tprimed,Epb41l4aos
Mafk,2.19E-29,0.751338276,0.129,0.086,7.26E-25,Tprimed,Mafk
Ccdc73,8.00E-10,0.749575974,0.028,0.017,2.65E-05,Tprimed,Ccdc73
Fam58b,1.05E-62,0.749440931,0.22,0.141,3.47E-58,Tprimed,Fam58b
Gm28187,1.71E-07,0.749005373,0.015,0.008,0.005653051,Tprimed,Gm28187
Elovl7,1.73E-19,0.748167942,0.046,0.025,5.74E-15,Tprimed,Elovl7
Lcn4,2.19E-98,0.747010103,0.29,0.177,7.26E-94,Tprimed,Lcn4
mt-Co2,0,0.743805125,0.999,0.999,0,Tprimed,mt-Co2
9930021J03Rik,1.86E-32,0.743046116,0.116,0.073,6.17E-28,Tprimed,9930021J03Rik
Vipr1,5.74E-35,0.739102575,0.097,0.055,1.90E-30,Tprimed,Vipr1
Hypk,6.02E-125,0.738487878,0.442,0.312,2.00E-120,Tprimed,Hypk
BC037034,9.23E-35,0.735137926,0.104,0.062,3.06E-30,Tprimed,BC037034
Hdgfl3,1.67E-63,0.734699483,0.217,0.136,5.54E-59,Tprimed,Hdgfl3
Clk1,9.45E-183,0.734347743,0.638,0.521,3.13E-178,Tprimed,Clk1
Gatsl3,8.01E-10,0.733705541,0.033,0.02,2.65E-05,Tprimed,Gatsl3
Skil,2.64E-66,0.729187947,0.259,0.173,8.76E-62,Tprimed,Skil
Slc25a30,8.18E-35,0.728737225,0.107,0.063,2.71E-30,Tprimed,Slc25a30
Ikbkap,8.37E-14,0.727215535,0.056,0.037,2.77E-09,Tprimed,Ikbkap
Il4ra,8.86E-64,0.725621702,0.244,0.16,2.93E-59,Tprimed,Il4ra
Rreb1,3.08E-30,0.723400488,0.11,0.069,1.02E-25,Tprimed,Rreb1
Tle1,2.35E-14,0.721542071,0.041,0.024,7.79E-10,Tprimed,Tle1
Sfn,6.33E-15,0.71979338,0.069,0.047,2.10E-10,Tprimed,Sfn
Runx3,2.22E-141,0.719048687,0.579,0.471,7.35E-137,Tprimed,Runx3
Uvssa,2.41E-30,0.715364038,0.117,0.074,7.99E-26,Tprimed,Uvssa
Gcn1l1,5.69E-38,0.710917881,0.151,0.099,1.88E-33,Tprimed,Gcn1l1
Gm43848,2.59E-08,0.70942645,0.037,0.025,0.000859523,Tprimed,Gm43848
A430046D13Rik,2.51E-11,0.709234167,0.045,0.029,8.33E-07,Tprimed,A430046D13Rik
Fmc1,3.27E-89,0.708023657,0.298,0.188,1.08E-84,Tprimed,Fmc1
Crebl2,3.58E-20,0.703922743,0.055,0.031,1.19E-15,Tprimed,Crebl2
Ttc19,1.42E-59,0.703344971,0.227,0.149,4.72E-55,Tprimed,Ttc19
Slco3a1,6.46E-73,0.701059061,0.266,0.173,2.14E-68,Tprimed,Slco3a1
Gsdme,9.68E-07,0.700565025,0.029,0.02,0.032080494,Tprimed,Gsdme
Mtm1,2.87E-10,0.697172463,0.042,0.027,9.51E-06,Tprimed,Mtm1
0610040B10Rik,4.62E-14,0.695642635,0.055,0.035,1.53E-09,Tprimed,0610040B10Rik
Abcb1a,8.80E-22,0.693921669,0.073,0.045,2.91E-17,Tprimed,Abcb1a
Gm17259,2.46E-07,0.693056396,0.024,0.015,0.008159854,Tprimed,Gm17259
Mylip,2.90E-62,0.692394676,0.206,0.126,9.62E-58,Tprimed,Mylip
Gm49322,7.20E-07,0.692375008,0.027,0.018,0.0238521,Tprimed,Gm49322
Letm2,1.90E-47,0.692078136,0.148,0.088,6.29E-43,Tprimed,Letm2
Filip1l,1.21E-42,0.688864599,0.194,0.131,4.02E-38,Tprimed,Filip1l
Klf9,8.96E-19,0.688636229,0.071,0.045,2.97E-14,Tprimed,Klf9
Zbtb20,2.12E-69,0.687552685,0.275,0.183,7.02E-65,Tprimed,Zbtb20
Pkp4,1.73E-51,0.686762774,0.25,0.176,5.73E-47,Tprimed,Pkp4
Spin2c,5.79E-14,0.685731162,0.07,0.048,1.92E-09,Tprimed,Spin2c
Agap3,6.05E-18,0.684033681,0.071,0.046,2.00E-13,Tprimed,Agap3
Chmp1b,3.60E-39,0.683929573,0.147,0.094,1.19E-34,Tprimed,Chmp1b
Adrb2,5.43E-29,0.683807331,0.133,0.088,1.80E-24,Tprimed,Adrb2
Rictor,3.99E-74,0.683778869,0.317,0.218,1.32E-69,Tprimed,Rictor
Rpl6,0,0.683246955,0.948,0.93,0,Tprimed,Rpl6
Nat6,3.51E-09,0.682685997,0.032,0.02,0.000116262,Tprimed,Nat6
D1Ertd622e,3.12E-26,0.682244647,0.13,0.088,1.03E-21,Tprimed,D1Ertd622e
Gm26740,3.50E-146,0.678864245,0.437,0.276,1.16E-141,Tprimed,Gm26740
Hps3,3.93E-27,0.677383507,0.126,0.084,1.30E-22,Tprimed,Hps3
Enpp4,3.66E-21,0.676159843,0.063,0.037,1.21E-16,Tprimed,Enpp4
Acrbp,5.56E-10,0.674131525,0.026,0.015,1.84E-05,Tprimed,Acrbp
Bcl11b,4.21E-136,0.673413341,0.583,0.472,1.40E-131,Tprimed,Bcl11b
Zcchc7,1.46E-130,0.671703239,0.498,0.362,4.85E-126,Tprimed,Zcchc7
Rnf130,4.82E-29,0.67111948,0.146,0.1,1.60E-24,Tprimed,Rnf130
D17H6S53E,6.82E-16,0.670449638,0.055,0.034,2.26E-11,Tprimed,D17H6S53E
Fgf13,1.29E-45,0.669518217,0.204,0.137,4.28E-41,Tprimed,Fgf13
Gm17018,9.82E-100,0.668330989,0.365,0.241,3.25E-95,Tprimed,Gm17018
Twnk,6.63E-09,0.667846932,0.037,0.025,0.000219522,Tprimed,Twnk
Rbm12,1.02E-09,0.664451327,0.049,0.034,3.39E-05,Tprimed,Rbm12
Galnt11,2.88E-32,0.664099117,0.15,0.101,9.55E-28,Tprimed,Galnt11
Yeats2,4.45E-32,0.663811959,0.144,0.096,1.47E-27,Tprimed,Yeats2
F2rl1,1.03E-28,0.660927197,0.119,0.077,3.41E-24,Tprimed,F2rl1
Cdip1,2.90E-28,0.66061616,0.146,0.1,9.60E-24,Tprimed,Cdip1
Gm4814,1.68E-08,0.659187764,0.032,0.021,0.000556401,Tprimed,Gm4814
Slc15a2,1.61E-09,0.658815376,0.041,0.027,5.32E-05,Tprimed,Slc15a2
2410089E03Rik,2.71E-12,0.658492883,0.054,0.036,8.99E-08,Tprimed,2410089E03Rik
Smim26,8.66E-61,0.657389793,0.211,0.131,2.87E-56,Tprimed,Smim26
Pam16,7.76E-72,0.656496884,0.27,0.175,2.57E-67,Tprimed,Pam16
Frat2,3.64E-59,0.656012076,0.256,0.172,1.21E-54,Tprimed,Frat2
Hist3h2a,6.47E-18,0.65595222,0.072,0.046,2.15E-13,Tprimed,Hist3h2a
Itpkb,3.62E-100,0.652316268,0.484,0.371,1.20E-95,Tprimed,Itpkb
Rpl9,0,0.649558271,0.931,0.89,0,Tprimed,Rpl9
Acsl1,1.27E-10,0.64923148,0.058,0.04,4.21E-06,Tprimed,Acsl1
Atp11b,1.09E-143,0.648899641,0.583,0.455,3.62E-139,Tprimed,Atp11b
4833403J16Rik,1.13E-11,0.647785692,0.058,0.039,3.75E-07,Tprimed,4833403J16Rik
Bola2,1.19E-250,0.647170563,0.754,0.664,3.95E-246,Tprimed,Bola2
Tnk2,8.82E-19,0.645496932,0.105,0.073,2.92E-14,Tprimed,Tnk2
Il7r,1.09E-296,0.643450413,0.626,0.395,3.62E-292,Tprimed,Il7r
Trbc2,5.50E-293,0.642333912,0.754,0.535,1.82E-288,Tprimed,Trbc2
Ms4a6c,3.28E-17,0.640430464,0.06,0.037,1.09E-12,Tprimed,Ms4a6c
Gpr183,5.85E-82,0.639994576,0.347,0.242,1.94E-77,Tprimed,Gpr183
Ccdc88c,4.39E-106,0.639844927,0.405,0.274,1.46E-101,Tprimed,Ccdc88c
Inafm1,8.63E-08,0.639092955,0.033,0.022,0.002858587,Tprimed,Inafm1
Mkl2,3.56E-08,0.638834277,0.037,0.025,0.001178943,Tprimed,Mkl2
mt-Cytb,0,0.638134046,0.998,0.998,0,Tprimed,mt-Cytb
Acss2,6.41E-32,0.635466858,0.142,0.093,2.12E-27,Tprimed,Acss2
2810403A07Rik,5.94E-33,0.634213974,0.153,0.103,1.97E-28,Tprimed,2810403A07Rik
Lppos,5.75E-22,0.631170935,0.09,0.058,1.90E-17,Tprimed,Lppos
Ms4a4c,9.90E-171,0.629534753,0.532,0.358,3.28E-166,Tprimed,Ms4a4c
Tesk1,2.54E-22,0.628339088,0.118,0.081,8.43E-18,Tprimed,Tesk1
Gnl3,1.00E-94,0.62749677,0.419,0.302,3.32E-90,Tprimed,Gnl3
Btg1,0,0.626981347,0.944,0.915,0,Tprimed,Btg1
Man2a2,6.54E-25,0.626158049,0.123,0.083,2.17E-20,Tprimed,Man2a2
Avl9,2.15E-81,0.62142696,0.387,0.282,7.13E-77,Tprimed,Avl9
Cldn10,6.93E-07,0.62088504,0.027,0.018,0.022979058,Tprimed,Cldn10
Usmg5,6.12E-171,0.620313026,0.544,0.355,2.03E-166,Tprimed,Usmg5
Rhobtb2,2.19E-24,0.619499696,0.103,0.067,7.24E-20,Tprimed,Rhobtb2
Gm16124,1.87E-18,0.616419194,0.09,0.061,6.20E-14,Tprimed,Gm16124
Zbtb37,2.85E-09,0.615361298,0.05,0.035,9.45E-05,Tprimed,Zbtb37
Clybl,4.07E-12,0.61504906,0.079,0.057,1.35E-07,Tprimed,Clybl
Fam117a,9.12E-60,0.611838032,0.248,0.163,3.02E-55,Tprimed,Fam117a
Gm43698,1.34E-48,0.610762331,0.143,0.083,4.45E-44,Tprimed,Gm43698
Ankrd49,5.03E-23,0.607938196,0.144,0.104,1.67E-18,Tprimed,Ankrd49
Smim27,4.20E-75,0.606990211,0.28,0.18,1.39E-70,Tprimed,Smim27
Gm28935,2.75E-26,0.606979508,0.127,0.085,9.11E-22,Tprimed,Gm28935
Tle4,9.22E-69,0.606910186,0.334,0.234,3.05E-64,Tprimed,Tle4
Malt1,1.21E-63,0.604060129,0.327,0.234,4.03E-59,Tprimed,Malt1
Gm2682,3.18E-170,0.603335702,0.566,0.376,1.05E-165,Tprimed,Gm2682
Rbm12b2,6.73E-10,0.603108844,0.039,0.025,2.23E-05,Tprimed,Rbm12b2
Rhob,3.56E-10,0.602882289,0.066,0.048,1.18E-05,Tprimed,Rhob
D17Wsu92e,2.54E-21,0.60223207,0.125,0.089,8.42E-17,Tprimed,D17Wsu92e
Hcst,0,0.60139386,0.889,0.824,0,Tprimed,Hcst
S1pr1,2.06E-180,0.600830755,0.508,0.31,6.83E-176,Tprimed,S1pr1
Klhl3,6.37E-10,0.599358589,0.036,0.023,2.11E-05,Tprimed,Klhl3
Gm29243,2.76E-29,0.598378108,0.146,0.099,9.15E-25,Tprimed,Gm29243
Dyrk2,5.01E-56,0.597866295,0.237,0.156,1.66E-51,Tprimed,Dyrk2
Atp5k,2.13E-154,0.596891511,0.641,0.529,7.05E-150,Tprimed,Atp5k
Gm17435,7.48E-09,0.59659388,0.029,0.018,0.000247869,Tprimed,Gm17435
Ifitm10,3.11E-48,0.595349372,0.193,0.125,1.03E-43,Tprimed,Ifitm10
Abcg1,8.43E-54,0.594069406,0.23,0.152,2.79E-49,Tprimed,Abcg1
Zfp512b,6.23E-10,0.592395324,0.076,0.057,2.06E-05,Tprimed,Zfp512b
Prdm15,2.92E-09,0.591526109,0.047,0.032,9.67E-05,Tprimed,Prdm15
Cop1,4.60E-34,0.590646279,0.166,0.113,1.52E-29,Tprimed,Cop1
Nfic,2.61E-19,0.590149878,0.12,0.086,8.65E-15,Tprimed,Nfic
Cul9,5.94E-07,0.587307729,0.035,0.024,0.019677267,Tprimed,Cul9
Tmem156,6.43E-12,0.585376562,0.072,0.051,2.13E-07,Tprimed,Tmem156
Tcf12,2.85E-64,0.583144083,0.353,0.259,9.45E-60,Tprimed,Tcf12
Rplp2,0,0.580645144,1,1,0,Tprimed,Rplp2
Chd2,1.05E-87,0.579189678,0.499,0.391,3.48E-83,Tprimed,Chd2
Lypd6b,1.48E-09,0.579188966,0.043,0.029,4.92E-05,Tprimed,Lypd6b
Fam26f,2.27E-37,0.578136858,0.17,0.113,7.53E-33,Tprimed,Fam26f
Sgk1,2.19E-54,0.578135798,0.322,0.236,7.26E-50,Tprimed,Sgk1
Tmem131l,3.95E-43,0.57595967,0.217,0.149,1.31E-38,Tprimed,Tmem131l
Ppp1r9b,5.87E-45,0.573454367,0.22,0.15,1.94E-40,Tprimed,Ppp1r9b
Riox1,1.02E-23,0.572376288,0.137,0.096,3.37E-19,Tprimed,Riox1
Taf1d,1.09E-97,0.571705264,0.546,0.443,3.63E-93,Tprimed,Taf1d
3110002H16Rik,2.07E-14,0.570382946,0.074,0.051,6.86E-10,Tprimed,3110002H16Rik
Sbno2,2.40E-21,0.568635689,0.124,0.087,7.95E-17,Tprimed,Sbno2
Pan3,7.07E-48,0.567980555,0.301,0.225,2.34E-43,Tprimed,Pan3
AC149090.1,1.64E-58,0.567698564,0.337,0.24,5.45E-54,Tprimed,AC149090.1
1810032O08Rik,4.10E-16,0.567116599,0.091,0.064,1.36E-11,Tprimed,1810032O08Rik
Rpl36a,0,0.566937558,0.999,0.998,0,Tprimed,Rpl36a
Rpl37a,0,0.56547744,1,1,0,Tprimed,Rpl37a
Smurf2,7.14E-25,0.559610265,0.148,0.105,2.36E-20,Tprimed,Smurf2
mt-Nd1,0,0.559018177,0.994,0.987,0,Tprimed,mt-Nd1
2410015M20Rik,2.60E-176,0.558111237,0.615,0.408,8.61E-172,Tprimed,2410015M20Rik
Ldlrap1,3.27E-43,0.555066592,0.228,0.158,1.08E-38,Tprimed,Ldlrap1
AI314180,3.04E-13,0.554010569,0.121,0.094,1.01E-08,Tprimed,AI314180
Mir142hg,6.76E-59,0.553904708,0.188,0.111,2.24E-54,Tprimed,Mir142hg
Marf1,3.80E-39,0.553138264,0.207,0.144,1.26E-34,Tprimed,Marf1
Mnt,5.52E-15,0.55137216,0.101,0.073,1.83E-10,Tprimed,Mnt
Cpeb4,3.15E-09,0.550657173,0.056,0.04,0.000104356,Tprimed,Cpeb4
Neat1,8.06E-54,0.549723043,0.278,0.194,2.67E-49,Tprimed,Neat1
Abhd2,2.22E-38,0.548363633,0.218,0.155,7.35E-34,Tprimed,Abhd2
Ddhd1,1.28E-17,0.548250472,0.122,0.089,4.24E-13,Tprimed,Ddhd1
C030006K11Rik,5.29E-19,0.547067407,0.089,0.059,1.75E-14,Tprimed,C030006K11Rik
Otud1,1.84E-13,0.546428229,0.091,0.066,6.09E-09,Tprimed,Otud1
Cd69,4.45E-141,0.544749551,0.705,0.586,1.47E-136,Tprimed,Cd69
Rpl10,5.23E-295,0.542807513,0.863,0.761,1.73E-290,Tprimed,Rpl10
Rnf157,8.91E-09,0.542287953,0.065,0.048,0.000295391,Tprimed,Rnf157
Tbc1d1,1.21E-59,0.541353013,0.397,0.309,4.02E-55,Tprimed,Tbc1d1
Pnpla7,2.23E-20,0.540662773,0.11,0.076,7.39E-16,Tprimed,Pnpla7
Armcx5,1.19E-06,0.538838053,0.066,0.052,0.039302736,Tprimed,Armcx5
Rapgef4,1.73E-31,0.538436093,0.134,0.086,5.73E-27,Tprimed,Rapgef4
Zfp296,1.09E-06,0.53837516,0.061,0.047,0.036063112,Tprimed,Zfp296
Klk8,7.96E-143,0.537844609,0.693,0.603,2.64E-138,Tprimed,Klk8
Klhl24,1.20E-54,0.537604346,0.266,0.182,3.97E-50,Tprimed,Klhl24
Fchsd2,7.06E-50,0.537441091,0.266,0.186,2.34E-45,Tprimed,Fchsd2
Rpl36,0,0.53676412,0.999,0.997,0,Tprimed,Rpl36
Galnt10,4.61E-29,0.534989767,0.17,0.12,1.53E-24,Tprimed,Galnt10
Gdap10,1.00E-07,0.533647825,0.059,0.044,0.003325576,Tprimed,Gdap10
Mum1,1.30E-16,0.53175363,0.118,0.086,4.31E-12,Tprimed,Mum1
Pdcd11,8.64E-31,0.530562038,0.209,0.153,2.86E-26,Tprimed,Pdcd11
Nup98,2.09E-27,0.529966696,0.173,0.124,6.93E-23,Tprimed,Nup98
Fam60a,1.47E-23,0.529966099,0.151,0.108,4.87E-19,Tprimed,Fam60a
E130102H24Rik,6.05E-14,0.529807566,0.045,0.027,2.01E-09,Tprimed,E130102H24Rik
Eomes,5.86E-58,0.527755338,0.263,0.181,1.94E-53,Tprimed,Eomes
Timm8a1,2.48E-61,0.527441868,0.242,0.155,8.23E-57,Tprimed,Timm8a1
Abraxas2,2.53E-21,0.525717153,0.13,0.092,8.38E-17,Tprimed,Abraxas2
Dnajb2,2.78E-10,0.525078375,0.06,0.043,9.22E-06,Tprimed,Dnajb2
Rpl37,0,0.524777137,0.999,0.999,0,Tprimed,Rpl37
Prpf39,7.15E-24,0.52378992,0.197,0.15,2.37E-19,Tprimed,Prpf39
Rpl15,0,0.521946808,0.928,0.893,0,Tprimed,Rpl15
Gm13212,7.64E-10,0.519332423,0.082,0.062,2.53E-05,Tprimed,Gm13212
Sema4b,7.68E-19,0.519198215,0.111,0.078,2.54E-14,Tprimed,Sema4b
Gm45051,1.94E-10,0.518967344,0.054,0.037,6.43E-06,Tprimed,Gm45051
Cdc14b,1.00E-15,0.518604057,0.093,0.065,3.32E-11,Tprimed,Cdc14b
Rpl17,0,0.517946173,1,1,0,Tprimed,Rpl17
5830468F06Rik,3.66E-15,0.517662435,0.066,0.043,1.21E-10,Tprimed,5830468F06Rik
Ss18l2,2.50E-17,0.517477657,0.098,0.069,8.27E-13,Tprimed,Ss18l2
Acvr1b,1.41E-07,0.516532542,0.039,0.027,0.004663216,Tprimed,Acvr1b
Pou6f1,4.35E-22,0.514875558,0.073,0.044,1.44E-17,Tprimed,Pou6f1
Tnrc6b,6.66E-69,0.513966079,0.451,0.354,2.21E-64,Tprimed,Tnrc6b
Gab3,1.07E-14,0.513195521,0.096,0.069,3.56E-10,Tprimed,Gab3
Ikbkb,3.67E-66,0.512974964,0.456,0.362,1.22E-61,Tprimed,Ikbkb
Nsmce3,9.69E-33,0.510586009,0.222,0.162,3.21E-28,Tprimed,Nsmce3
Epb41,2.47E-26,0.510557506,0.212,0.161,8.19E-22,Tprimed,Epb41
1700062C10Rik,1.85E-13,0.508860453,0.038,0.023,6.14E-09,Tprimed,1700062C10Rik
Crtc3,8.26E-46,0.508699097,0.308,0.23,2.74E-41,Tprimed,Crtc3
Fau,1.13E-249,0.508640311,0.815,0.636,3.76E-245,Tprimed,Fau
Ncf1,3.93E-11,0.508573185,0.081,0.06,1.30E-06,Tprimed,Ncf1
Rps24,0,0.507683253,1,1,0,Tprimed,Rps24
Tnfrsf26,1.25E-14,0.507206224,0.071,0.048,4.15E-10,Tprimed,Tnfrsf26
Tanc1,2.18E-30,0.505935182,0.157,0.107,7.22E-26,Tprimed,Tanc1
Ogt,2.82E-89,0.505918596,0.547,0.445,9.35E-85,Tprimed,Ogt
Oasl2,4.61E-16,0.505790132,0.061,0.039,1.53E-11,Tprimed,Oasl2
Dlg4,3.71E-07,0.504370409,0.063,0.048,0.012291742,Tprimed,Dlg4
Mettl1,3.59E-45,0.504099663,0.283,0.207,1.19E-40,Tprimed,Mettl1
Fbxl12,1.41E-36,0.502518257,0.206,0.144,4.68E-32,Tprimed,Fbxl12
Tmem5,2.96E-13,0.502152822,0.103,0.077,9.80E-09,Tprimed,Tmem5
Npc1,1.92E-14,0.501854216,0.113,0.084,6.36E-10,Tprimed,Npc1
Rpl30,0,0.500474619,1,1,0,Tprimed,Rpl30
Tacc1,6.62E-58,0.49859533,0.489,0.408,2.20E-53,Tprimed,Tacc1
Zfyve26,7.75E-10,0.496665909,0.079,0.06,2.57E-05,Tprimed,Zfyve26
Ppargc1b,5.32E-16,0.495365185,0.083,0.056,1.76E-11,Tprimed,Ppargc1b
Ctse,3.98E-41,0.495214477,0.241,0.17,1.32E-36,Tprimed,Ctse
0610037L13Rik,1.88E-21,0.495156472,0.136,0.098,6.24E-17,Tprimed,0610037L13Rik
Egr3,1.31E-18,0.493943714,0.039,0.02,4.33E-14,Tprimed,Egr3
Rpl27,2.85E-235,0.493461695,0.831,0.665,9.46E-231,Tprimed,Rpl27
Dcaf1,1.01E-12,0.493344319,0.115,0.088,3.34E-08,Tprimed,Dcaf1
Abca1,2.72E-14,0.492903773,0.06,0.039,9.02E-10,Tprimed,Abca1
Bicdl1,9.02E-19,0.492052832,0.112,0.078,2.99E-14,Tprimed,Bicdl1
Trim12a,5.89E-75,0.491694991,0.479,0.371,1.95E-70,Tprimed,Trim12a
Dtx1,2.68E-96,0.491566961,0.33,0.204,8.89E-92,Tprimed,Dtx1
Lamb3,7.63E-24,0.49085553,0.197,0.149,2.53E-19,Tprimed,Lamb3
Ndufaf8,1.83E-63,0.489773097,0.343,0.24,6.06E-59,Tprimed,Ndufaf8
Pdxp,1.83E-13,0.487547713,0.072,0.049,6.07E-09,Tprimed,Pdxp
Nme4,2.37E-09,0.486988446,0.09,0.069,7.85E-05,Tprimed,Nme4
Serpini1,1.18E-14,0.485311424,0.086,0.06,3.91E-10,Tprimed,Serpini1
Paip2b,3.16E-13,0.484567241,0.127,0.099,1.05E-08,Tprimed,Paip2b
Hs6st1,3.11E-08,0.48331299,0.068,0.051,0.001029562,Tprimed,Hs6st1
Vgll4,1.37E-65,0.483282853,0.553,0.477,4.54E-61,Tprimed,Vgll4
F2r,4.04E-19,0.48327202,0.154,0.115,1.34E-14,Tprimed,F2r
Zfp398,2.88E-18,0.482867272,0.205,0.164,9.53E-14,Tprimed,Zfp398
Dnajb9,1.57E-33,0.479353815,0.284,0.219,5.21E-29,Tprimed,Dnajb9
Tnrc18,2.23E-14,0.478544797,0.126,0.096,7.40E-10,Tprimed,Tnrc18
BC017643,2.94E-19,0.478018366,0.138,0.101,9.73E-15,Tprimed,BC017643
Klhl18,5.50E-14,0.477798973,0.098,0.071,1.82E-09,Tprimed,Klhl18
Tnrc6c,1.23E-67,0.4773593,0.433,0.328,4.06E-63,Tprimed,Tnrc6c
Vps37b,6.26E-68,0.477164645,0.622,0.542,2.08E-63,Tprimed,Vps37b
Smim4,2.35E-57,0.476061377,0.412,0.322,7.80E-53,Tprimed,Smim4
Cmah,2.58E-78,0.475975921,0.418,0.299,8.56E-74,Tprimed,Cmah
Rex1bd,4.24E-61,0.47532761,0.381,0.275,1.41E-56,Tprimed,Rex1bd
Atn1,5.85E-18,0.475024593,0.086,0.058,1.94E-13,Tprimed,Atn1
