,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
THAP2,1.17E-214,1.451997805,0.203,0.07,6.47E-210,2,THAP2
ICAM1,1.53E-295,1.444523673,0.274,0.096,8.50E-291,2,ICAM1
MTND2P13,1.07E-207,1.426596585,0.203,0.073,5.92E-203,2,MTND2P13
SMIM27,4.24E-111,1.41035889,0.152,0.065,2.35E-106,2,SMIM27
MTND3P6,3.23E-211,1.396002434,0.2,0.07,1.79E-206,2,MTND3P6
SELENOK,0,1.394308545,0.635,0.305,0,2,SELENOK
DNAAF1,6.77E-150,1.387672983,0.216,0.094,3.76E-145,2,DNAAF1
ATP6V0C,8.12E-247,1.387645549,0.321,0.141,4.51E-242,2,ATP6V0C
OGFOD3,1.64E-175,1.376531483,0.242,0.106,9.08E-171,2,OGFOD3
SELENOM,0,1.372937846,0.54,0.243,0,2,SELENOM
TENT5C,0,1.368107547,0.579,0.28,0,2,TENT5C
NR4A1,0,1.365716773,0.623,0.337,0,2,NR4A1
IGHG11,3.01E-142,1.356604651,0.499,0.344,1.67E-137,2,IGHG1
LINC01480,1.38E-174,1.350197641,0.214,0.087,7.69E-170,2,LINC01480
PNP,3.24E-264,1.34153995,0.283,0.108,1.80E-259,2,PNP
MTCYBP19,2.17E-202,1.33977872,0.202,0.073,1.21E-197,2,MTCYBP19
LINC02362,2.17E-136,1.335552547,0.196,0.086,1.21E-131,2,LINC02362
JUN,0,1.331011471,0.948,0.82,0,2,JUN
SELENOT,0,1.329511792,0.463,0.203,0,2,SELENOT
MTND1P22,3.75E-207,1.317432982,0.202,0.072,2.08E-202,2,MTND1P22
TNFAIP3,0,1.309223853,0.518,0.236,0,2,TNFAIP3
LDLR,8.16E-160,1.30881061,0.189,0.075,4.53E-155,2,LDLR
MIR155HG,1.79E-217,1.306487648,0.319,0.145,9.95E-213,2,MIR155HG
DNAJB1,1.65E-199,1.300943167,0.573,0.372,9.14E-195,2,DNAJB1
AC007384.1,6.88E-125,1.296407428,0.169,0.072,3.82E-120,2,AC007384.1
RRP12,4.38E-177,1.290754901,0.205,0.08,2.43E-172,2,RRP12
MTND4P33,3.73E-164,1.282769589,0.173,0.064,2.07E-159,2,MTND4P33
H3-3A,1.30E-172,1.267810997,0.163,0.056,7.23E-168,2,H3-3A
B4GALT1,3.24E-135,1.263541894,0.233,0.112,1.80E-130,2,B4GALT1
MAFF,7.68E-232,1.258924523,0.174,0.051,4.26E-227,2,MAFF
MT-ATP8,1.70E-224,1.25523031,0.445,0.252,9.43E-220,2,MT-ATP8
EGR1,0,1.241628814,0.497,0.245,0,2,EGR1
NFKBIA,0,1.240089283,0.897,0.647,0,2,NFKBIA
AREG,3.23E-199,1.238134224,0.309,0.141,1.80E-194,2,AREG
IGHG3,4.51E-110,1.234950307,0.465,0.33,2.51E-105,2,IGHG3
CSRNP1,0,1.232478304,0.426,0.162,0,2,CSRNP1
SELENOF,3.18E-296,1.230579781,0.424,0.195,1.77E-291,2,SELENOF
CDKN1A,0,1.227646309,0.613,0.296,0,2,CDKN1A
ATF3,0,1.21973976,0.453,0.205,0,2,ATF3
ZNF331,6.50E-167,1.213465908,0.266,0.122,3.61E-162,2,ZNF331
MACO1,3.54E-120,1.211744587,0.177,0.078,1.96E-115,2,MACO1
OTUD6B-AS1,2.77E-153,1.207036462,0.258,0.124,1.54E-148,2,OTUD6B-AS1
ZFP36,0,1.206910516,0.9,0.648,0,2,ZFP36
PITPNA-AS1,5.21E-109,1.204769364,0.173,0.079,2.89E-104,2,PITPNA-AS1
AC245014.3,6.97E-112,1.203655214,0.218,0.11,3.87E-107,2,AC245014.3
PLK3,4.53E-215,1.187811651,0.183,0.058,2.51E-210,2,PLK3
HSPB1,1.45E-180,1.183684843,0.598,0.397,8.03E-176,2,HSPB1
NOP53,0,1.172608466,0.54,0.262,0,2,NOP53
BUD23,5.41E-257,1.164533169,0.37,0.168,3.00E-252,2,BUD23
SELENOS,0,1.162347903,0.625,0.303,0,2,SELENOS
PAXX,3.56E-168,1.150234995,0.263,0.122,1.98E-163,2,PAXX
SMIM26,3.96E-234,1.148462499,0.357,0.167,2.20E-229,2,SMIM26
REX1BD,1.62E-293,1.147912681,0.434,0.204,8.97E-289,2,REX1BD
IGHV3-30,1.13E-31,1.143191553,0.189,0.129,6.26E-27,2,IGHV3-30
MTND5P17,1.06E-203,1.141954234,0.189,0.065,5.87E-199,2,MTND5P17
AC078883.1,4.34E-119,1.138495412,0.221,0.109,2.41E-114,2,AC078883.1
MTCO2P22,3.97E-199,1.129917482,0.204,0.075,2.20E-194,2,MTCO2P22
AC007952.4,6.01E-126,1.126572502,0.263,0.138,3.34E-121,2,AC007952.4
CFAP298,6.32E-98,1.123914932,0.152,0.068,3.51E-93,2,CFAP298
SINHCAF,5.53E-97,1.122388433,0.152,0.068,3.07E-92,2,SINHCAF
MTATP6P29,9.14E-203,1.119062622,0.202,0.073,5.07E-198,2,MTATP6P29
DNAJB4,5.14E-179,1.111458819,0.259,0.113,2.85E-174,2,DNAJB4
RASD1,4.18E-130,1.101953366,0.169,0.069,2.32E-125,2,RASD1
AHNAK,0,1.096086659,0.684,0.356,0,2,AHNAK
PPP1R15A,0,1.092434925,0.837,0.566,0,2,PPP1R15A
AC243960.1,2.60E-73,1.088988845,0.167,0.087,1.44E-68,2,AC243960.1
PET100,6.63E-299,1.080824364,0.433,0.2,3.68E-294,2,PET100
IGHG21,1.80E-99,1.06816065,0.351,0.222,9.99E-95,2,IGHG2
ERG28,2.24E-90,1.066746329,0.173,0.085,1.24E-85,2,ERG28
HIKESHI,4.65E-125,1.062474893,0.212,0.1,2.58E-120,2,HIKESHI
COPS9,1.81E-229,1.050643663,0.383,0.183,1.01E-224,2,COPS9
IFNG-AS1,4.24E-86,1.049332094,0.184,0.095,2.36E-81,2,IFNG-AS1
GLA,4.23E-162,1.049269395,0.319,0.163,2.35E-157,2,GLA
JUNB,0,1.040842975,0.906,0.669,0,2,JUNB
CCL3,1.93E-49,1.039844944,0.181,0.11,1.07E-44,2,CCL3
MCRIP2,3.65E-78,1.022314559,0.155,0.077,2.03E-73,2,MCRIP2
MAP3K8,1.01E-211,1.01971749,0.312,0.141,5.62E-207,2,MAP3K8
STX11,9.08E-251,1.016929347,0.33,0.141,5.04E-246,2,STX11
RAB5IF,1.29E-166,1.015071812,0.299,0.146,7.14E-162,2,RAB5IF
AC012236.1,2.70E-81,1.011989695,0.202,0.11,1.50E-76,2,AC012236.1
SLIRP,5.86E-233,1.010513456,0.355,0.164,3.26E-228,2,SLIRP
OTUD1,1.43E-166,1.00670582,0.322,0.163,7.96E-162,2,OTUD1
HIVEP1,7.93E-139,1.005172419,0.179,0.073,4.40E-134,2,HIVEP1
CXCR4,3.73E-205,1.002619137,0.441,0.239,2.07E-200,2,CXCR4
DENND4A,1.84E-94,0.999806991,0.181,0.087,1.02E-89,2,DENND4A
TRIR,4.33E-284,0.999489793,0.457,0.218,2.40E-279,2,TRIR
MTCO3P18,1.16E-164,0.998616608,0.174,0.064,6.42E-160,2,MTCO3P18
FAM214A,2.41E-128,0.99785453,0.217,0.102,1.34E-123,2,FAM214A
METTL26,2.24E-149,0.991335736,0.283,0.141,1.24E-144,2,METTL26
CCDC32,6.65E-143,0.990647816,0.266,0.13,3.69E-138,2,CCDC32
MALAT1,2.12E-261,0.989490317,0.996,0.99,1.18E-256,2,MALAT1
FOS,2.49E-285,0.985573244,0.948,0.81,1.38E-280,2,FOS
SERPINB9,4.58E-169,0.980791075,0.28,0.129,2.54E-164,2,SERPINB9
CYBC1,5.41E-148,0.979708228,0.282,0.14,3.00E-143,2,CYBC1
IGKV1-51,1.28E-25,0.978545442,0.266,0.208,7.12E-21,2,IGKV1-5
FAM30A,4.15E-107,0.974473309,0.222,0.113,2.30E-102,2,FAM30A
PDE4B,4.92E-291,0.972051774,0.558,0.303,2.73E-286,2,PDE4B
EBLN3P,2.59E-125,0.968431751,0.209,0.098,1.44E-120,2,EBLN3P
RAB11FIP1,2.25E-272,0.965460201,0.337,0.138,1.25E-267,2,RAB11FIP1
IER2,6.65E-277,0.964637286,0.824,0.595,3.69E-272,2,IER2
HSPH1,8.80E-150,0.959689281,0.402,0.232,4.89E-145,2,HSPH1
EZR,0,0.958559204,0.744,0.446,0,2,EZR
SELENOH,1.38E-262,0.95741754,0.428,0.203,7.66E-258,2,SELENOH
EEF1G,5.08E-116,0.955536611,0.301,0.172,2.82E-111,2,EEF1G
ZFAND2A,6.21E-103,0.955072907,0.291,0.166,3.45E-98,2,ZFAND2A
ATP5PD,8.22E-196,0.951870111,0.355,0.175,4.56E-191,2,ATP5PD
CCL4,2.29E-32,0.951520887,0.156,0.1,1.27E-27,2,CCL4
FBH1,5.22E-106,0.949777018,0.226,0.116,2.90E-101,2,FBH1
ATP5MC2,0,0.947216162,0.583,0.283,0,2,ATP5MC2
RTRAF,2.85E-197,0.945620964,0.371,0.184,1.58E-192,2,RTRAF
JCHAIN,9.67E-45,0.941651292,0.915,0.962,5.37E-40,2,JCHAIN
EIF2AK3,1.74E-199,0.93668101,0.412,0.216,9.69E-195,2,EIF2AK3
TIMP2,1.35E-141,0.936434492,0.243,0.115,7.52E-137,2,TIMP2
MMP24OS,4.79E-64,0.930965279,0.151,0.08,2.66E-59,2,MMP24OS
UFD1,3.24E-118,0.922563457,0.233,0.116,1.80E-113,2,UFD1
NAMPT,1.97E-252,0.922005936,0.38,0.173,1.09E-247,2,NAMPT
MYDGF,0,0.913823831,0.637,0.292,0,2,MYDGF
KLF2,9.87E-245,0.913186808,0.742,0.511,5.48E-240,2,KLF2
ATP5PO,3.02E-97,0.912908889,0.217,0.113,1.68E-92,2,ATP5PO
TAGAP,3.31E-233,0.90908701,0.449,0.233,1.84E-228,2,TAGAP
COA4,8.50E-72,0.902053603,0.159,0.083,4.72E-67,2,COA4
ESYT2,2.81E-80,0.900701487,0.151,0.073,1.56E-75,2,ESYT2
RNASEK,8.86E-141,0.897280333,0.238,0.112,4.92E-136,2,RNASEK
EMC6,6.23E-140,0.895579457,0.276,0.139,3.46E-135,2,EMC6
JUND,2.02E-299,0.894926948,0.879,0.602,1.12E-294,2,JUND
PEA15,9.87E-131,0.891319578,0.176,0.073,5.48E-126,2,PEA15
IL6ST,1.60E-118,0.888455646,0.427,0.26,8.90E-114,2,IL6ST
ATP5F1A,2.08E-261,0.88500236,0.465,0.228,1.15E-256,2,ATP5F1A
IGHG41,7.16E-128,0.877909755,0.371,0.222,3.98E-123,2,IGHG4
ATP5MG,0,0.875754062,0.631,0.317,0,2,ATP5MG
RTF2,8.46E-81,0.875015953,0.185,0.097,4.70E-76,2,RTF2
LIME1,7.19E-167,0.872869734,0.285,0.134,3.99E-162,2,LIME1
PTPN1,2.73E-193,0.870200432,0.467,0.258,1.52E-188,2,PTPN1
ADA2,1.60E-163,0.869683107,0.34,0.175,8.90E-159,2,ADA2
NDUFAF8,1.23E-140,0.869560934,0.287,0.145,6.83E-136,2,NDUFAF8
SLC7A5,1.55E-179,0.86902021,0.336,0.167,8.59E-175,2,SLC7A5
FOSB,0,0.868844563,0.904,0.674,0,2,FOSB
COA3,6.58E-97,0.868693868,0.233,0.125,3.65E-92,2,COA3
SQSTM1,8.70E-184,0.864515372,0.738,0.528,4.83E-179,2,SQSTM1
PIM3,1.98E-244,0.864414164,0.397,0.188,1.10E-239,2,PIM3
ATP5MD,6.45E-184,0.851151948,0.363,0.183,3.58E-179,2,ATP5MD
ATP5IF1,2.04E-259,0.847854956,0.469,0.234,1.13E-254,2,ATP5IF1
ATP5PB,8.31E-165,0.846645544,0.323,0.161,4.61E-160,2,ATP5PB
MBD2,3.57E-149,0.841187354,0.302,0.154,1.98E-144,2,MBD2
SELENOW,7.22E-153,0.836311318,0.291,0.145,4.01E-148,2,SELENOW
ATP5PF,6.44E-287,0.832836205,0.501,0.246,3.58E-282,2,ATP5PF
AFF1,1.67E-68,0.827558968,0.198,0.112,9.29E-64,2,AFF1
ATP5MC1,2.49E-229,0.82238891,0.423,0.21,1.38E-224,2,ATP5MC1
MRPS24,6.25E-121,0.819713707,0.228,0.112,3.47E-116,2,MRPS24
ATP5F1B,1.15E-244,0.818625828,0.43,0.21,6.38E-240,2,ATP5F1B
IGLL51,6.16E-67,0.814964308,0.508,0.375,3.42E-62,2,IGLL5
MESD,3.10E-152,0.814083519,0.333,0.175,1.72E-147,2,MESD
RAPGEF1,1.93E-131,0.811163751,0.316,0.17,1.07E-126,2,RAPGEF1
EIF4A3,9.79E-170,0.809559187,0.344,0.174,5.44E-165,2,EIF4A3
ADGRE5,2.34E-220,0.806307587,0.374,0.178,1.30E-215,2,ADGRE5
TUT4,3.66E-111,0.806001927,0.215,0.106,2.03E-106,2,TUT4
SOD2,2.10E-164,0.796914908,0.312,0.154,1.17E-159,2,SOD2
THUMPD3-AS1,2.71E-99,0.796014581,0.185,0.089,1.51E-94,2,THUMPD3-AS1
SGK1,7.45E-89,0.788501293,0.192,0.097,4.14E-84,2,SGK1
ATP5MPL,4.83E-145,0.784100544,0.353,0.191,2.68E-140,2,ATP5MPL
OGA,1.11E-103,0.782895821,0.206,0.102,6.19E-99,2,OGA
BIRC3,7.49E-235,0.782408614,0.619,0.364,4.16E-230,2,BIRC3
QPCT1,9.72E-130,0.780887944,0.295,0.155,5.40E-125,2,QPCT
DUSP1,1.81E-226,0.777166134,0.95,0.804,1.01E-221,2,DUSP1
TIPARP,9.89E-172,0.777114836,0.261,0.115,5.49E-167,2,TIPARP
IGLV1-40,5.50E-16,0.775745565,0.188,0.143,3.05E-11,2,IGLV1-40
ATP5ME,1.01E-252,0.774599074,0.484,0.245,5.59E-248,2,ATP5ME
PER1,2.81E-150,0.76968991,0.205,0.085,1.56E-145,2,PER1
SERTAD1,9.04E-219,0.766594545,0.316,0.137,5.02E-214,2,SERTAD1
MIDN,1.91E-168,0.761951212,0.243,0.104,1.06E-163,2,MIDN
ANKRD37,1.63E-140,0.759361822,0.509,0.321,9.06E-136,2,ANKRD37
VCPKMT,3.38E-80,0.758086908,0.193,0.103,1.88E-75,2,VCPKMT
IGHV3-9,0,2.799581314,0.224,0.02,0,3,IGHV3-9
pS20,0,2.492576209,0.819,0.204,0,3,pS20
MT1H,0,2.406292489,0.179,0.025,0,3,MT1H
RP11-707G18.1,0,2.227597234,0.234,0.037,0,3,RP11-707G18.1
SNORD3A,0,2.204341105,0.196,0.03,0,3,SNORD3A
BRSK1,0,2.192548064,0.488,0.167,0,3,BRSK1
AC104699.1,0,2.16507731,0.491,0.188,0,3,AC104699.1
AC090186.1,1.26E-286,2.107181142,0.161,0.032,7.02E-282,3,AC090186.1
RP11-160E2.6,0,2.102436871,0.263,0.043,0,3,RP11-160E2.6
RP11-492E3.2,0,2.077337093,0.335,0.071,0,3,RP11-492E3.2
AC093818.1,0,2.055017882,0.327,0.07,0,3,AC093818.1
GLDC,4.59E-214,2.011387569,0.173,0.048,2.55E-209,3,GLDC
FAM118A,1.70E-223,1.967270814,0.263,0.101,9.43E-219,3,FAM118A
pP08,0,1.933431328,0.988,0.444,0,3,pP08
"pEpi05 (TGFBI, HSPA1A, CD46)",0,1.932299562,0.43,0.119,0,3,"pEpi05 (TGFBI, HSPA1A, CD46)"
pEpid031,0,1.774620445,0.702,0.196,0,3,pEpid03
IFITM1,1.56E-166,1.758274404,0.327,0.173,8.66E-162,3,IFITM1
RP11-325F22.4,0,1.754845182,0.279,0.059,0,3,RP11-325F22.4
RP11-284N8.3,0,1.746978513,0.216,0.049,0,3,RP11-284N8.3
RP11-511P7.2,1.36E-250,1.731409133,0.155,0.033,7.55E-246,3,RP11-511P7.2
RNU1-60P,0,1.728177357,0.161,0.028,0,3,RNU1-60P
SNORD3B-2,0,1.718972676,0.294,0.067,0,3,SNORD3B-2
pEpi07,0,1.716812929,0.883,0.339,0,3,pEpi07
RP11-279O9.4,6.03E-240,1.713835231,0.186,0.048,3.35E-235,3,RP11-279O9.4
pP051,0,1.712638778,0.979,0.403,0,3,pP05
pEpid08,0,1.703695123,0.964,0.412,0,3,pEpid08
RP11-220I1.1,0,1.653557646,0.306,0.079,0,3,RP11-220I1.1
PAQR6,1.66E-131,1.647238377,0.214,0.093,9.23E-127,3,PAQR6
pM131,0,1.614666861,0.635,0.157,0,3,pM13
ZCCHC6,1.07E-221,1.590309176,0.174,0.045,5.94E-217,3,ZCCHC6
pT13 (prolif),0,1.573715179,0.959,0.419,0,3,pT13 (prolif)
RP11-113K21.5,3.91E-284,1.570249009,0.228,0.06,2.17E-279,3,RP11-113K21.5
HIST2H2AC,3.68E-96,1.568200232,0.165,0.072,2.05E-91,3,HIST2H2AC
SLC26A2,7.95E-138,1.556711371,0.159,0.055,4.42E-133,3,SLC26A2
pM18 (prolif),0,1.549577604,0.971,0.421,0,3,pM18 (prolif)
PIF1,8.45E-102,1.54213883,0.17,0.074,4.69E-97,3,PIF1
pS07,0,1.538977909,0.557,0.181,0,3,pS07
RRAGD,8.92E-82,1.489390731,0.158,0.072,4.95E-77,3,RRAGD
BRCA2,1.82E-62,1.474158963,0.158,0.082,1.01E-57,3,BRCA2
PRMT9,2.65E-108,1.463644695,0.189,0.083,1.47E-103,3,PRMT9
RP11-620J15.3,1.04E-147,1.462365677,0.153,0.048,5.79E-143,3,RP11-620J15.3
ICAM4,6.35E-72,1.455152209,0.181,0.094,3.53E-67,3,ICAM4
PAIP2B1,1.43E-229,1.449499233,0.445,0.243,7.92E-225,3,PAIP2B
pMA06,0,1.448543631,0.888,0.361,0,3,pMA06
RP11-591N1.1,5.47E-307,1.445334082,0.289,0.087,3.04E-302,3,RP11-591N1.1
HERC5,2.48E-137,1.441492248,0.275,0.134,1.38E-132,3,HERC5
GS1-251I9.4,0,1.432098656,0.466,0.148,0,3,GS1-251I9.4
UTP3,3.35E-65,1.430041751,0.152,0.076,1.86E-60,3,UTP3
EDEM3,2.49E-197,1.418989692,0.387,0.206,1.38E-192,3,EDEM3
pS08 (Collagens),2.86E-220,1.410924518,0.196,0.056,1.59E-215,3,pS08 (Collagens)
pB061,0,1.410812241,0.969,0.426,0,3,pB06
KIAA1370,0,1.410810768,0.263,0.071,0,3,KIAA1370
pT111,0,1.409512473,0.974,0.431,0,3,pT11
ME2,3.99E-196,1.404023939,0.38,0.195,2.22E-191,3,ME2
ZCCHC11,4.70E-280,1.400117036,0.271,0.082,2.61E-275,3,ZCCHC11
RABGGTB,1.19E-145,1.394895286,0.369,0.219,6.62E-141,3,RABGGTB
SLC41A2,7.26E-55,1.390398825,0.155,0.084,4.03E-50,3,SLC41A2
ZNF277,4.91E-66,1.380379389,0.18,0.096,2.73E-61,3,ZNF277
TTLL7,1.75E-75,1.379488484,0.198,0.106,9.72E-71,3,TTLL7
PCMTD1,0,1.37862842,0.607,0.368,0,3,PCMTD1
XIST,0,1.378098056,0.846,0.429,0,3,XIST
RP11-17H4.2,2.66E-189,1.37144382,0.198,0.062,1.48E-184,3,RP11-17H4.2
TMEM57,3.72E-164,1.369515221,0.179,0.058,2.07E-159,3,TMEM57
RP11-290F5.1,0,1.364658966,0.446,0.147,0,3,RP11-290F5.1
AC073346.2,1.70E-153,1.362797939,0.165,0.053,9.45E-149,3,AC073346.2
ESCO1,3.29E-32,1.358827321,0.156,0.102,1.83E-27,3,ESCO1
CCDC117,2.58E-81,1.345844457,0.231,0.129,1.43E-76,3,CCDC117
MX1,1.19E-169,1.344758195,0.348,0.177,6.63E-165,3,MX1
GOLIM4,1.48E-55,1.344251476,0.197,0.119,8.23E-51,3,GOLIM4
NUDT2,7.63E-82,1.343356564,0.27,0.165,4.24E-77,3,NUDT2
RP3-412A9.111,0,1.342463918,0.873,0.335,0,3,RP3-412A9.11
LCORL,1.22E-62,1.339981575,0.212,0.126,6.78E-58,3,LCORL
pEpip10,0,1.334327908,0.653,0.243,0,3,pEpip10
SGK3,6.50E-51,1.333530105,0.16,0.09,3.61E-46,3,SGK3
FTX,1.20E-131,1.333294133,0.224,0.098,6.64E-127,3,FTX
AC026202.3,5.12E-202,1.332771309,0.214,0.069,2.84E-197,3,AC026202.3
MT1G,0,1.323207859,0.488,0.129,0,3,MT1G
pEpi01 (MUC13),0,1.322119787,0.706,0.263,0,3,pEpi01 (MUC13)
SYNGR1,2.80E-87,1.321738488,0.259,0.15,1.56E-82,3,SYNGR1
ZNF581,1.68E-148,1.315175755,0.348,0.189,9.32E-144,3,ZNF581
ITGA8,2.78E-63,1.314348563,0.219,0.132,1.54E-58,3,ITGA8
pEpid07 (Reg family genes)1,0,1.308059526,0.957,0.407,0,3,pEpid07 (Reg family genes)
METTL10,3.72E-141,1.305385583,0.151,0.048,2.06E-136,3,METTL10
LRRC16A,1.36E-207,1.302047564,0.205,0.062,7.54E-203,3,LRRC16A
AP001816.1,8.03E-53,1.29846076,0.154,0.083,4.46E-48,3,AP001816.1
CCDC109B,5.59E-124,1.294898793,0.152,0.052,3.10E-119,3,CCDC109B
pEpi42 (elongation factors)1,0,1.294302527,0.983,0.46,0,3,pEpi42 (elongation factors)
"pEpi43 (SPINK4, XBP1)1",0,1.293679633,0.988,0.474,0,3,"pEpi43 (SPINK4, XBP1)"
pB08,0,1.291236128,0.972,0.44,0,3,pB08
pEpi11,0,1.287787798,0.235,0.046,0,3,pEpi11
pEpi15 (SLPI),0,1.287123885,0.386,0.137,0,3,pEpi15 (SLPI)
CTA-384D8.34,6.12E-230,1.285050018,0.253,0.082,3.40E-225,3,CTA-384D8.34
MARCKS,6.75E-239,1.284176026,0.535,0.341,3.75E-234,3,MARCKS
MLLT3,9.92E-59,1.282553304,0.191,0.11,5.51E-54,3,MLLT3
ARRDC3,3.24E-159,1.282550694,0.368,0.204,1.80E-154,3,ARRDC3
AC069513.3,0,1.278062849,0.321,0.095,0,3,AC069513.3
APOL2,3.02E-59,1.26737499,0.182,0.102,1.68E-54,3,APOL2
pEpip201,0,1.262715999,0.986,0.473,0,3,pEpip20
BNIP3,2.17E-74,1.257306657,0.282,0.181,1.21E-69,3,BNIP3
NFKBID,2.40E-38,1.255904023,0.156,0.095,1.33E-33,3,NFKBID
KIF19,6.83E-76,1.255844503,0.201,0.108,3.79E-71,3,KIF19
pEpip091,0,1.255458184,0.979,0.456,0,3,pEpip09
ANKRD36,1.11E-144,1.249794406,0.317,0.166,6.15E-140,3,ANKRD36
pEpid13 (glycolysis)1,0,1.248572145,0.819,0.323,0,3,pEpid13 (glycolysis)
TRAPPC2,1.50E-53,1.247409651,0.163,0.09,8.30E-49,3,TRAPPC2
FBXO18,3.37E-247,1.247235497,0.298,0.104,1.87E-242,3,FBXO18
TVP23B,1.42E-29,1.244933283,0.212,0.159,7.89E-25,3,TVP23B
MANEA,1.98E-225,1.243232143,0.525,0.335,1.10E-220,3,MANEA
SLC35F2,1.36E-32,1.241226416,0.163,0.107,7.55E-28,3,SLC35F2
RP11-727F15.9,5.69E-236,1.240850383,0.23,0.069,3.16E-231,3,RP11-727F15.9
AC078883.3,2.31E-100,1.236547278,0.16,0.065,1.28E-95,3,AC078883.3
PIGR,0,1.231668947,0.389,0.121,0,3,PIGR
RP11-81H14.2,5.28E-253,1.230672884,0.293,0.098,2.93E-248,3,RP11-81H14.2
C19orf38,2.87E-70,1.230525762,0.246,0.149,1.59E-65,3,C19orf38
ZFX,3.84E-34,1.229545029,0.177,0.118,2.13E-29,3,ZFX
FAM195A,1.01E-159,1.229114799,0.202,0.071,5.61E-155,3,FAM195A
pEpi271,0,1.228642022,0.989,0.483,0,3,pEpi27
RP4-614O4.5,5.27E-192,1.227492768,0.236,0.082,2.92E-187,3,RP4-614O4.5
pM171,0,1.223447355,0.981,0.447,0,3,pM17
GLTSCR21,0,1.220855466,0.954,0.42,0,3,GLTSCR2
LYRM51,4.24E-211,1.22034032,0.264,0.093,2.35E-206,3,LYRM5
ETFDH,7.09E-45,1.219140202,0.177,0.108,3.94E-40,3,ETFDH
PPP1R3E,1.31E-62,1.216169144,0.157,0.08,7.28E-58,3,PPP1R3E
CLECL1,1.19E-178,1.214987979,0.414,0.23,6.59E-174,3,CLECL1
pEpi06 (inflammatory chemokines),0,1.214079252,0.562,0.222,0,3,pEpi06 (inflammatory chemokines)
CTA-292E10.6,1.96E-285,1.213539208,0.3,0.096,1.09E-280,3,CTA-292E10.6
pEpid28 (Elongation factors)1,0,1.213115129,0.988,0.472,0,3,pEpid28 (Elongation factors)
RHOQ,7.88E-77,1.212196058,0.25,0.148,4.37E-72,3,RHOQ
pT16 (cytotoxicity),0,1.211010838,0.479,0.165,0,3,pT16 (cytotoxicity)
SETX,1.14E-54,1.209776169,0.227,0.146,6.34E-50,3,SETX
pEpi13 (glycolysis)1,0,1.208979076,0.94,0.416,0,3,pEpi13 (glycolysis)
C11orf311,0,1.207490173,0.707,0.278,0,3,C11orf31
FXN,2.34E-52,1.205305974,0.163,0.09,1.30E-47,3,FXN
QPRT,5.48E-176,1.204349077,0.35,0.171,3.04E-171,3,QPRT
ALDH1L2,1.07E-31,1.203248571,0.156,0.101,5.95E-27,3,ALDH1L2
EIF4B,0,1.201414319,0.813,0.569,0,3,EIF4B
pEpid121,0,1.20110401,0.989,0.481,0,3,pEpid12
RAB13,1.38E-24,1.200554579,0.157,0.11,7.66E-20,3,RAB13
LETMD1,9.98E-62,1.198575633,0.247,0.157,5.54E-57,3,LETMD1
pEpip16 (Elongation factors)1,0,1.1929116,0.989,0.477,0,3,pEpip16 (Elongation factors)
FCRL2,1.14E-96,1.192670217,0.266,0.147,6.34E-92,3,FCRL2
C11orf83,4.82E-169,1.186803257,0.209,0.072,2.68E-164,3,C11orf83
EFCAB4A,2.14E-147,1.186337044,0.164,0.053,1.19E-142,3,EFCAB4A
RP11-349A22.5,1.19E-226,1.185697067,0.269,0.092,6.58E-222,3,RP11-349A22.5
TSPYL1,2.13E-81,1.180172625,0.29,0.182,1.18E-76,3,TSPYL1
RNF168,3.81E-35,1.177453719,0.181,0.12,2.11E-30,3,RNF168
pEpi09 (metallothionein),0,1.177228949,0.987,0.475,0,3,pEpi09 (metallothionein)
LSM12,3.61E-24,1.177035616,0.183,0.135,2.00E-19,3,LSM12
CTC-539A10.4,1.37E-273,1.176494672,0.322,0.111,7.61E-269,3,CTC-539A10.4
FAM69A,5.82E-42,1.173426849,0.228,0.157,3.23E-37,3,FAM69A
FICD,1.49E-60,1.173288548,0.269,0.18,8.29E-56,3,FICD
LMTK3,1.52E-64,1.171775083,0.227,0.135,8.46E-60,3,LMTK3
C11orf731,5.88E-239,1.171061294,0.341,0.13,3.26E-234,3,C11orf73
ZNF524,4.74E-31,1.166191966,0.193,0.136,2.63E-26,3,ZNF524
SLC33A1,8.64E-125,1.165113515,0.252,0.119,4.79E-120,3,SLC33A1
"pM04 (Fos, Jun)",0,1.162584116,0.91,0.403,0,3,"pM04 (Fos, Jun)"
C6orf481,5.42E-249,1.15907675,0.474,0.237,3.01E-244,3,C6orf48
TMED7,9.29E-96,1.157801796,0.263,0.144,5.16E-91,3,TMED7
UAP1,4.03E-268,1.157564867,0.603,0.395,2.24E-263,3,UAP1
PAIP1,3.59E-66,1.155401603,0.29,0.194,1.99E-61,3,PAIP1
PDK1,0,1.155292325,0.697,0.447,0,3,PDK1
pEpid29 (XBP1)1,0,1.153071426,0.988,0.478,0,3,pEpid29 (XBP1)
pT09 (Elongationfactors)1,0,1.152433691,0.989,0.481,0,3,pT09 (Elongationfactors)
CADPS2,2.79E-30,1.146871613,0.163,0.109,1.55E-25,3,CADPS2
C17orf891,0,1.146036307,0.458,0.177,0,3,C17orf89
RP11-884K10.51,0,1.145520622,0.904,0.388,0,3,RP11-884K10.5
C19orf431,0,1.145306614,0.714,0.294,0,3,C19orf43
